api_key: str = os.getenv("ALPACA_API_KEY", "your_key_here")
secret_key: str = os.getenv("ALPACA_SECRET_KEY", "your_secret_here")2026-02-09 14:02:24 | ERROR    | Set ALPACA_API_KEY and ALPACA_SECRET_KEY
2026-02-09 14:07:36 | INFO     |   RSI(5) 22.1 < 25.0 [+2]
2026-02-09 14:07:36 | INFO     | LMT — no signal
2026-02-09 14:07:36 | INFO     | --- NFLX ---
2026-02-09 14:07:36 | INFO     | NFLX — 576 bars (5min), latest $82.27
2026-02-09 14:07:36 | INFO     | NFLX BUY score: 4/4
2026-02-09 14:07:36 | INFO     |   RSI(5) 25.0 < 35.0 [+1]
2026-02-09 14:07:36 | INFO     |   EMA(8) > EMA(21) (uptrend) [+1]
2026-02-09 14:07:36 | INFO     |   Price below lower BB $82.29 [+2]
2026-02-09 14:07:36 | INFO     | NFLX BUY 607 @ $82.27 | Stop $82.13 | Target $82.49
2026-02-09 14:07:36 | INFO     | ORDER BUY 607 x NFLX — ID f50474ef-01b0-42d0-9b5a-21422c351de3
2026-02-09 14:07:36 | INFO     | --- DIS ---
2026-02-09 14:07:36 | INFO     | DIS — 388 bars (5min), latest $108.16
2026-02-09 14:07:40 | INFO     | DIS BUY score: 3/4
2026-02-09 14:07:40 | INFO     |   RSI(5) 27.2 < 35.0 [+1]
2026-02-09 14:07:40 | INFO     |   Price below lower BB $108.23 [+2]
2026-02-09 14:07:40 | INFO     | DIS — no signal
2026-02-09 14:07:40 | INFO     | --- PYPL ---
2026-02-09 14:07:40 | INFO     | PYPL — 556 bars (5min), latest $40.52
2026-02-09 14:07:40 | INFO     | PYPL BUY score: 2/4
2026-02-09 14:07:40 | INFO     |   RSI(5) 34.4 < 35.0 [+1]
2026-02-09 14:07:40 | INFO     |   EMA(8) > EMA(21) (uptrend) [+1]
2026-02-09 14:07:40 | INFO     | PYPL — no signal
2026-02-09 14:07:40 | INFO     | --- SQ ---
2026-02-09 14:07:40 | ERROR    | No data returned for SQ
2026-02-09 14:07:40 | INFO     | --- COIN ---
2026-02-09 14:07:40 | INFO     | COIN — 576 bars (5min), latest $160.90
2026-02-09 14:07:41 | INFO     | COIN BUY score: 1/4
2026-02-09 14:07:41 | INFO     |   RSI(5) 28.0 < 35.0 [+1]
2026-02-09 14:07:41 | INFO     | COIN — no signal
2026-02-09 14:07:41 | INFO     | --- RIVN ---
2026-02-09 14:07:41 | INFO     | RIVN — 502 bars (5min), latest $14.85
2026-02-09 14:07:44 | INFO     | RIVN BUY score: 1/4
2026-02-09 14:07:44 | INFO     |   MACD histogram flipped positive [+1]
2026-02-09 14:07:44 | INFO     | RIVN — no signal
2026-02-09 14:07:44 | INFO     | --- PLTR ---
2026-02-09 14:07:44 | INFO     | PLTR — 576 bars (5min), latest $136.85
2026-02-09 14:07:44 | INFO     | PLTR BUY score: 4/4
2026-02-09 14:07:44 | INFO     |   RSI(5) 19.1 < 25.0 [+2]
2026-02-09 14:07:44 | INFO     |   Price below lower BB $137.08 [+2]
2026-02-09 14:07:44 | INFO     | PLTR BUY 365 @ $136.85 | Stop $136.33 | Target $137.63
2026-02-09 14:07:45 | INFO     | ORDER BUY 365 x PLTR — ID c4862712-0b34-4aa8-8d40-083b0bee5818
2026-02-09 14:07:45 | INFO     | --- SOFI ---
2026-02-09 14:07:45 | INFO     | SOFI — 573 bars (5min), latest $21.35
2026-02-09 14:07:48 | INFO     | SOFI BUY score: 0/4
2026-02-09 14:07:48 | INFO     | SOFI — no signal
2026-02-09 14:07:48 | INFO     | Done.
2026-02-09 14:10:06 | INFO     | ============================================================
2026-02-09 14:10:06 | INFO     | HFT Bot | 14:10:06 | symbols=['AAPL', 'MSFT', 'NVDA', 'AMD', 'TSLA', 'GOOG', 'AMZN', 'META', 'AVGO', 'CRM', 'ORCL', 'ADBE', 'INTC', 'QCOM', 'MU', 'ANET', 'JPM', 'GS', 'MS', 'BAC', 'V', 'MA', 'BLK', 'C', 'UNH', 'JNJ', 'LLY', 'PFE', 'ABBV', 'MRK', 'TMO', 'ABT', 'WMT', 'COST', 'HD', 'NKE', 'SBUX', 'MCD', 'KO', 'PEP', 'XOM', 'CVX', 'CAT', 'BA', 'GE', 'UPS', 'DE', 'LMT', 'NFLX', 'DIS', 'PYPL', 'SQ', 'COIN', 'RIVN', 'PLTR', 'SOFI'] | 5min bars
2026-02-09 14:10:06 | INFO     | ============================================================
2026-02-09 14:10:06 | INFO     | --- AAPL ---
2026-02-09 14:10:07 | INFO     | AAPL — 564 bars (5min), latest $277.79
2026-02-09 14:10:07 | INFO     | AAPL BUY score: 2/4
2026-02-09 14:10:07 | INFO     |   EMA(8) crossed above EMA(21) [+2]
2026-02-09 14:10:07 | INFO     | AAPL — no signal
2026-02-09 14:10:07 | INFO     | --- MSFT ---
2026-02-09 14:10:08 | INFO     | MSFT — 576 bars (5min), latest $405.01
2026-02-09 14:10:08 | INFO     | MSFT BUY score: 1/4
2026-02-09 14:10:08 | INFO     |   EMA(8) > EMA(21) (uptrend) [+1]
2026-02-09 14:10:08 | INFO     | MSFT — no signal
2026-02-09 14:10:08 | INFO     | --- NVDA ---
2026-02-09 14:10:08 | INFO     | NVDA — 576 bars (5min), latest $184.04
2026-02-09 14:10:08 | INFO     | NVDA BUY score: 0/4
2026-02-09 14:10:08 | INFO     | NVDA — no signal
2026-02-09 14:10:08 | INFO     | --- AMD ---
2026-02-09 14:10:08 | INFO     | AMD — 576 bars (5min), latest $207.92
2026-02-09 14:10:09 | INFO     | AMD BUY score: 2/4
2026-02-09 14:10:09 | INFO     |   RSI(5) 29.3 < 35.0 [+1]
2026-02-09 14:10:09 | INFO     |   EMA(8) > EMA(21) (uptrend) [+1]
2026-02-09 14:10:09 | INFO     | AMD — no signal
2026-02-09 14:10:09 | INFO     | --- TSLA ---
2026-02-09 14:10:09 | INFO     | TSLA — 576 bars (5min), latest $409.20
2026-02-09 14:10:09 | INFO     | TSLA SELL score: 2/2
2026-02-09 14:10:09 | INFO     |   Price $409.20 above VWAP $404.85 [+2]
2026-02-09 14:10:09 | INFO     | TSLA P&L: $-15.86 (-0.03%)
2026-02-09 14:10:09 | INFO     | ORDER SELL 122 x TSLA — ID 80e9c244-ba8d-4ccd-aacf-06b136787be6
2026-02-09 14:10:09 | INFO     | --- GOOG ---
2026-02-09 14:10:09 | INFO     | GOOG — 576 bars (5min), latest $320.84
2026-02-09 14:10:09 | INFO     | GOOG SELL score: 0/2
2026-02-09 14:10:09 | INFO     | GOOG HOLD (155 shares, entry $320.88)
2026-02-09 14:10:09 | INFO     | --- AMZN ---
2026-02-09 14:10:09 | INFO     | AMZN — 575 bars (5min), latest $209.15
2026-02-09 14:10:10 | INFO     | AMZN BUY score: 3/4
2026-02-09 14:10:10 | INFO     |   Price $209.15 below VWAP $213.81 (-2.18%) [+2]
2026-02-09 14:10:10 | INFO     |   MACD histogram flipped positive [+1]
2026-02-09 14:10:10 | INFO     | AMZN — no signal
2026-02-09 14:10:10 | INFO     | --- META ---
2026-02-09 14:10:10 | INFO     | META — 566 bars (5min), latest $661.98
2026-02-09 14:10:10 | INFO     | META BUY score: 3/4
2026-02-09 14:10:10 | INFO     |   Price $661.98 below VWAP $667.14 (-0.77%) [+2]
2026-02-09 14:10:10 | INFO     |   EMA(8) > EMA(21) (uptrend) [+1]
2026-02-09 14:10:10 | INFO     | META — no signal
2026-02-09 14:10:10 | INFO     | --- AVGO ---
2026-02-09 14:10:10 | INFO     | AVGO — 576 bars (5min), latest $329.50
2026-02-09 14:10:10 | INFO     | AVGO BUY score: 1/4
2026-02-09 14:10:10 | INFO     |   RSI(5) 32.1 < 35.0 [+1]
2026-02-09 14:10:10 | INFO     | AVGO — no signal
2026-02-09 14:10:10 | INFO     | --- CRM ---
2026-02-09 14:10:10 | INFO     | CRM — 475 bars (5min), latest $190.01
2026-02-09 14:10:11 | INFO     | CRM BUY score: 4/4
2026-02-09 14:10:11 | INFO     |   RSI(5) 31.5 < 35.0 [+1]
2026-02-09 14:10:11 | INFO     |   Price $190.01 below VWAP $192.97 (-1.53%) [+2]
2026-02-09 14:10:11 | INFO     |   MACD histogram flipped positive [+1]
2026-02-09 14:10:11 | INFO     | CRM BUY 263 @ $190.01 | Stop $189.40 | Target $190.92
2026-02-09 14:10:11 | INFO     | ORDER BUY 263 x CRM — ID 3844d61b-289d-4ea4-8910-7c9191b2b9ec
2026-02-09 14:10:11 | INFO     | --- ORCL ---
2026-02-09 14:10:11 | INFO     | ORCL — 576 bars (5min), latest $149.35
2026-02-09 14:10:11 | INFO     | ORCL BUY score: 1/4
2026-02-09 14:10:11 | INFO     |   EMA(8) > EMA(21) (uptrend) [+1]
2026-02-09 14:10:11 | INFO     | ORCL — no signal
2026-02-09 14:10:11 | INFO     | --- ADBE ---
2026-02-09 14:10:11 | INFO     | ADBE — 479 bars (5min), latest $268.21
2026-02-09 14:10:11 | INFO     | ADBE BUY score: 3/4
2026-02-09 14:10:11 | INFO     |   Price $268.21 below VWAP $272.85 (-1.70%) [+2]
2026-02-09 14:10:11 | INFO     |   Positive momentum +0.183% over 3 bars [+1]
2026-02-09 14:10:11 | INFO     | ADBE — no signal
2026-02-09 14:10:11 | INFO     | --- INTC ---
2026-02-09 14:10:11 | INFO     | INTC — 575 bars (5min), latest $49.99
2026-02-09 14:10:12 | INFO     | INTC BUY score: 2/4
2026-02-09 14:10:12 | INFO     |   RSI(5) 18.3 < 25.0 [+2]
2026-02-09 14:10:12 | INFO     | INTC — no signal
2026-02-09 14:10:12 | INFO     | --- QCOM ---
2026-02-09 14:10:12 | INFO     | QCOM — 480 bars (5min), latest $136.75
2026-02-09 14:10:12 | INFO     | QCOM BUY score: 2/4
2026-02-09 14:10:12 | INFO     |   Price $136.75 below VWAP $139.96 (-2.30%) [+2]
2026-02-09 14:10:12 | INFO     | QCOM — no signal
2026-02-09 14:10:12 | INFO     | --- MU ---
2026-02-09 14:10:12 | INFO     | MU — 576 bars (5min), latest $380.61
2026-02-09 14:10:12 | INFO     | MU BUY score: 2/4
2026-02-09 14:10:12 | INFO     |   Price $380.61 below VWAP $383.39 (-0.72%) [+2]
2026-02-09 14:10:12 | INFO     | MU — no signal
2026-02-09 14:10:12 | INFO     | --- ANET ---
2026-02-09 14:10:12 | INFO     | ANET — 378 bars (5min), latest $137.50
2026-02-09 14:10:13 | INFO     | ANET BUY score: 2/4
2026-02-09 14:10:13 | INFO     |   EMA(8) > EMA(21) (uptrend) [+1]
2026-02-09 14:10:13 | INFO     |   Volume spike 6000 vs avg 945 [+1]
2026-02-09 14:10:13 | INFO     | ANET — no signal
2026-02-09 14:10:13 | INFO     | --- JPM ---
2026-02-09 14:10:13 | INFO     | JPM — 424 bars (5min), latest $321.13
2026-02-09 14:10:13 | INFO     | JPM BUY score: 1/4
2026-02-09 14:10:13 | INFO     |   RSI(5) 31.4 < 35.0 [+1]
2026-02-09 14:10:13 | INFO     | JPM — no signal
2026-02-09 14:10:13 | INFO     | --- GS ---
2026-02-09 14:10:13 | INFO     | GS — 342 bars (5min), latest $925.96
2026-02-09 14:10:13 | INFO     | GS BUY score: 4/4
2026-02-09 14:10:13 | INFO     |   RSI(5) 23.8 < 25.0 [+2]
2026-02-09 14:10:13 | INFO     |   Price below lower BB $926.67 [+2]
2026-02-09 14:10:13 | INFO     | GS BUY 53 @ $925.96 | Stop $924.65 | Target $927.93
2026-02-09 14:10:13 | INFO     | ORDER BUY 53 x GS — ID 81399392-3616-449c-a594-529dae039ac1
2026-02-09 14:10:13 | INFO     | --- MS ---
2026-02-09 14:10:14 | INFO     | MS — 285 bars (5min), latest $179.90
2026-02-09 14:10:14 | INFO     | MS BUY score: 1/4
2026-02-09 14:10:14 | INFO     |   MACD histogram flipped positive [+1]
2026-02-09 14:10:14 | INFO     | MS — no signal
2026-02-09 14:10:14 | INFO     | --- BAC ---
2026-02-09 14:10:14 | INFO     | BAC — 434 bars (5min), latest $56.40
2026-02-09 14:10:14 | INFO     | BAC BUY score: 2/4
2026-02-09 14:10:14 | INFO     |   MACD histogram flipped positive [+1]
2026-02-09 14:10:14 | INFO     |   Volume spike 5936 vs avg 1285 [+1]
2026-02-09 14:10:14 | INFO     | BAC — no signal
2026-02-09 14:10:14 | INFO     | --- V ---
2026-02-09 14:10:14 | INFO     | V — 371 bars (5min), latest $331.51
2026-02-09 14:10:14 | INFO     | V BUY score: 1/4
2026-02-09 14:10:14 | INFO     |   EMA(8) > EMA(21) (uptrend) [+1]
2026-02-09 14:10:14 | INFO     | V — no signal
2026-02-09 14:10:14 | INFO     | --- MA ---
2026-02-09 14:10:15 | INFO     | MA — 297 bars (5min), latest $547.30
2026-02-09 14:10:15 | INFO     | MA BUY score: 3/4
2026-02-09 14:10:15 | INFO     |   Price $547.30 below VWAP $550.17 (-0.52%) [+2]
2026-02-09 14:10:15 | INFO     |   EMA(8) > EMA(21) (uptrend) [+1]
2026-02-09 14:10:15 | INFO     | MA — no signal
2026-02-09 14:10:15 | INFO     | --- BLK ---
2026-02-09 14:10:15 | INFO     | BLK — 299 bars (5min), latest $1052.26
2026-02-09 14:10:15 | INFO     | BLK SELL score: 0/2
2026-02-09 14:10:15 | INFO     | BLK HOLD (47 shares, entry $1052.26)
2026-02-09 14:10:15 | INFO     | --- C ---
2026-02-09 14:10:15 | INFO     | C — 364 bars (5min), latest $122.40
2026-02-09 14:10:15 | INFO     | C BUY score: 1/4
2026-02-09 14:10:15 | INFO     |   Volume spike 20306 vs avg 1059 [+1]
2026-02-09 14:10:15 | INFO     | C — no signal
2026-02-09 14:10:15 | INFO     | --- UNH ---
2026-02-09 14:10:15 | INFO     | UNH — 534 bars (5min), latest $275.41
2026-02-09 14:10:16 | INFO     | UNH BUY score: 1/4
2026-02-09 14:10:16 | INFO     |   RSI(5) 26.0 < 35.0 [+1]
2026-02-09 14:10:16 | INFO     | UNH — no signal
2026-02-09 14:10:16 | INFO     | --- JNJ ---
2026-02-09 14:10:16 | INFO     | JNJ — 341 bars (5min), latest $239.54
2026-02-09 14:10:16 | INFO     | JNJ BUY score: 0/4
2026-02-09 14:10:16 | INFO     | JNJ — no signal
2026-02-09 14:10:16 | INFO     | --- LLY ---
2026-02-09 14:10:16 | INFO     | LLY — 488 bars (5min), latest $1077.00
2026-02-09 14:10:16 | INFO     | LLY BUY score: 1/4
2026-02-09 14:10:16 | INFO     |   MACD histogram flipped positive [+1]
2026-02-09 14:10:16 | INFO     | LLY — no signal
2026-02-09 14:10:16 | INFO     | --- PFE ---
2026-02-09 14:10:16 | INFO     | PFE — 528 bars (5min), latest $27.13
2026-02-09 14:10:16 | INFO     | PFE BUY score: 0/4
2026-02-09 14:10:16 | INFO     | PFE — no signal
2026-02-09 14:10:16 | INFO     | --- ABBV ---
2026-02-09 14:10:16 | INFO     | ABBV — 292 bars (5min), latest $223.46
2026-02-09 14:10:17 | INFO     | ABBV BUY score: 0/4
2026-02-09 14:10:17 | INFO     | ABBV — no signal
2026-02-09 14:10:17 | INFO     | --- MRK ---
2026-02-09 14:10:17 | INFO     | MRK — 334 bars (5min), latest $121.61
2026-02-09 14:10:17 | INFO     | MRK BUY score: 0/4
2026-02-09 14:10:17 | INFO     | MRK — no signal
2026-02-09 14:10:17 | INFO     | --- TMO ---
2026-02-09 14:10:17 | INFO     | TMO — 255 bars (5min), latest $540.91
2026-02-09 14:10:17 | INFO     | TMO BUY score: 3/4
2026-02-09 14:10:17 | INFO     |   RSI(5) 30.8 < 35.0 [+1]
2026-02-09 14:10:17 | INFO     |   Price $540.91 below VWAP $552.75 (-2.14%) [+2]
2026-02-09 14:10:17 | INFO     | TMO — no signal
2026-02-09 14:10:17 | INFO     | --- ABT ---
2026-02-09 14:10:17 | INFO     | ABT — 308 bars (5min), latest $110.81
2026-02-09 14:10:18 | INFO     | ABT BUY score: 1/4
2026-02-09 14:10:18 | INFO     |   EMA(8) > EMA(21) (uptrend) [+1]
2026-02-09 14:10:18 | INFO     | ABT — no signal
2026-02-09 14:10:18 | INFO     | --- WMT ---
2026-02-09 14:10:18 | INFO     | WMT — 478 bars (5min), latest $130.75
2026-02-09 14:10:18 | INFO     | WMT BUY score: 0/4
2026-02-09 14:10:18 | INFO     | WMT — no signal
2026-02-09 14:10:18 | INFO     | --- COST ---
2026-02-09 14:10:18 | INFO     | COST — 372 bars (5min), latest $998.05
2026-02-09 14:10:18 | INFO     | COST BUY score: 0/4
2026-02-09 14:10:18 | INFO     | COST — no signal
2026-02-09 14:10:18 | INFO     | --- HD ---
2026-02-09 14:10:18 | INFO     | HD — 315 bars (5min), latest $384.56
2026-02-09 14:10:18 | INFO     | HD BUY score: 3/4
2026-02-09 14:10:18 | INFO     |   Price $384.56 below VWAP $385.39 (-0.22%) [+2]
2026-02-09 14:10:18 | INFO     |   Positive momentum +0.271% over 3 bars [+1]
2026-02-09 14:10:18 | INFO     | HD — no signal
2026-02-09 14:10:18 | INFO     | --- NKE ---
2026-02-09 14:10:19 | INFO     | NKE — 460 bars (5min), latest $63.71
2026-02-09 14:10:19 | INFO     | NKE BUY score: 0/4
2026-02-09 14:10:19 | INFO     | NKE — no signal
2026-02-09 14:10:19 | INFO     | --- SBUX ---
2026-02-09 14:10:19 | INFO     | SBUX — 355 bars (5min), latest $98.75
2026-02-09 14:10:19 | INFO     | SBUX BUY score: 0/4
2026-02-09 14:10:19 | INFO     | SBUX — no signal
2026-02-09 14:10:19 | INFO     | --- MCD ---
2026-02-09 14:10:19 | INFO     | MCD — 306 bars (5min), latest $326.69
2026-02-09 14:10:19 | INFO     | MCD BUY score: 0/4
2026-02-09 14:10:19 | INFO     | MCD — no signal
2026-02-09 14:10:19 | INFO     | --- KO ---
2026-02-09 14:10:20 | INFO     | KO — 452 bars (5min), latest $78.67
2026-02-09 14:10:20 | INFO     | KO BUY score: 4/4
2026-02-09 14:10:20 | INFO     |   RSI(5) 21.9 < 25.0 [+2]
2026-02-09 14:10:20 | INFO     |   Price below lower BB $78.68 [+2]
2026-02-09 14:10:20 | INFO     | KO BUY 635 @ $78.67 | Stop $78.58 | Target $78.80
2026-02-09 14:10:20 | INFO     | ORDER BUY 635 x KO — ID 3c265e52-9a42-4af1-8d0d-cf76926d6ce9
2026-02-09 14:10:20 | INFO     | --- PEP ---
2026-02-09 14:10:20 | INFO     | PEP — 351 bars (5min), latest $170.06
2026-02-09 14:10:20 | INFO     | PEP BUY score: 1/4
2026-02-09 14:10:20 | INFO     |   Positive momentum +0.171% over 3 bars [+1]
2026-02-09 14:10:20 | INFO     | PEP — no signal
2026-02-09 14:10:20 | INFO     | --- XOM ---
2026-02-09 14:10:20 | INFO     | XOM — 448 bars (5min), latest $149.00
2026-02-09 14:10:20 | INFO     | XOM SELL score: 2/2
2026-02-09 14:10:20 | INFO     |   Price $149.00 above VWAP $146.87 [+2]
2026-02-09 14:10:20 | INFO     | XOM P&L: $67.90 (0.14%)
2026-02-09 14:10:20 | INFO     | ORDER SELL 335 x XOM — ID fab0aaca-e367-405d-9a65-4b02c06ff31d
2026-02-09 14:10:20 | INFO     | --- CVX ---
2026-02-09 14:10:20 | INFO     | CVX — 380 bars (5min), latest $180.67
2026-02-09 14:10:21 | INFO     | CVX BUY score: 3/4
2026-02-09 14:10:21 | INFO     |   RSI(5) 33.0 < 35.0 [+1]
2026-02-09 14:10:21 | INFO     |   Price near VWAP (0.12%) [+1]
2026-02-09 14:10:21 | INFO     |   EMA(8) > EMA(21) (uptrend) [+1]
2026-02-09 14:10:21 | INFO     | CVX — no signal
2026-02-09 14:10:21 | INFO     | --- CAT ---
2026-02-09 14:10:21 | INFO     | CAT — 381 bars (5min), latest $722.65
2026-02-09 14:10:21 | INFO     | CAT BUY score: 4/4
2026-02-09 14:10:21 | INFO     |   RSI(5) 16.6 < 25.0 [+2]
2026-02-09 14:10:21 | INFO     |   Price below lower BB $723.06 [+2]
2026-02-09 14:10:21 | INFO     | CAT BUY 69 @ $722.65 | Stop $721.31 | Target $724.66
2026-02-09 14:10:21 | INFO     | ORDER BUY 69 x CAT — ID 4554f990-1662-481f-b74f-23117a0cb9a6
2026-02-09 14:10:21 | INFO     | --- BA ---
2026-02-09 14:10:21 | INFO     | BA — 416 bars (5min), latest $242.85
2026-02-09 14:10:21 | INFO     | BA BUY score: 0/4
2026-02-09 14:10:21 | INFO     | BA — no signal
2026-02-09 14:10:21 | INFO     | --- GE ---
2026-02-09 14:10:21 | INFO     | GE — 367 bars (5min), latest $320.25
2026-02-09 14:10:22 | INFO     | GE BUY score: 1/4
2026-02-09 14:10:22 | INFO     |   RSI(5) 29.9 < 35.0 [+1]
2026-02-09 14:10:22 | INFO     | GE — no signal
2026-02-09 14:10:22 | INFO     | --- UPS ---
2026-02-09 14:10:22 | INFO     | UPS — 352 bars (5min), latest $117.31
2026-02-09 14:10:22 | INFO     | UPS BUY score: 1/4
2026-02-09 14:10:22 | INFO     |   EMA(8) > EMA(21) (uptrend) [+1]
2026-02-09 14:10:22 | INFO     | UPS — no signal
2026-02-09 14:10:22 | INFO     | --- DE ---
2026-02-09 14:10:22 | INFO     | DE — 290 bars (5min), latest $582.00
2026-02-09 14:10:22 | INFO     | DE BUY score: 1/4
2026-02-09 14:10:22 | INFO     |   MACD histogram flipped positive [+1]
2026-02-09 14:10:22 | INFO     | DE — no signal
2026-02-09 14:10:22 | INFO     | --- LMT ---
2026-02-09 14:10:22 | INFO     | LMT — 324 bars (5min), latest $620.97
2026-02-09 14:10:23 | INFO     | LMT BUY score: 2/4
2026-02-09 14:10:23 | INFO     |   RSI(5) 22.1 < 25.0 [+2]
2026-02-09 14:10:23 | INFO     | LMT — no signal
2026-02-09 14:10:23 | INFO     | --- NFLX ---
2026-02-09 14:10:23 | INFO     | NFLX — 576 bars (5min), latest $82.21
2026-02-09 14:10:23 | INFO     | NFLX SELL score: 2/2
2026-02-09 14:10:23 | INFO     |   Price $82.21 above VWAP $81.23 [+2]
2026-02-09 14:10:23 | INFO     | NFLX P&L: $-37.39 (-0.07%)
2026-02-09 14:10:23 | INFO     | ORDER SELL 607 x NFLX — ID ca43e912-a626-403b-84c4-89eaf7cbe0af
2026-02-09 14:10:23 | INFO     | --- DIS ---
2026-02-09 14:10:23 | INFO     | DIS — 387 bars (5min), latest $108.16
2026-02-09 14:10:23 | INFO     | DIS BUY score: 3/4
2026-02-09 14:10:23 | INFO     |   RSI(5) 27.2 < 35.0 [+1]
2026-02-09 14:10:23 | INFO     |   Price below lower BB $108.23 [+2]
2026-02-09 14:10:23 | INFO     | DIS — no signal
2026-02-09 14:10:23 | INFO     | --- PYPL ---
2026-02-09 14:10:23 | INFO     | PYPL — 556 bars (5min), latest $40.50
2026-02-09 14:10:24 | INFO     | PYPL BUY score: 1/4
2026-02-09 14:10:24 | INFO     |   RSI(5) 30.9 < 35.0 [+1]
2026-02-09 14:10:24 | INFO     | PYPL — no signal
2026-02-09 14:10:24 | INFO     | --- SQ ---
2026-02-09 14:10:24 | ERROR    | No data returned for SQ
2026-02-09 14:10:24 | INFO     | --- COIN ---
2026-02-09 14:10:24 | INFO     | COIN — 576 bars (5min), latest $160.05
2026-02-09 14:10:27 | INFO     | COIN BUY score: 4/4
2026-02-09 14:10:27 | INFO     |   RSI(5) 16.5 < 25.0 [+2]
2026-02-09 14:10:27 | INFO     |   Price below lower BB $160.32 [+2]
2026-02-09 14:10:27 | INFO     | COIN BUY 312 @ $160.05 | Stop $159.26 | Target $161.24
2026-02-09 14:10:27 | INFO     | ORDER BUY 312 x COIN — ID a91b659a-2b01-463c-a80b-5f471c580068
2026-02-09 14:10:27 | INFO     | --- RIVN ---
2026-02-09 14:10:27 | INFO     | RIVN — 502 bars (5min), latest $14.82
2026-02-09 14:10:27 | INFO     | RIVN BUY score: 1/4
2026-02-09 14:10:27 | INFO     |   RSI(5) 33.5 < 35.0 [+1]
2026-02-09 14:10:27 | INFO     | RIVN — no signal
2026-02-09 14:10:27 | INFO     | --- PLTR ---
2026-02-09 14:10:28 | INFO     | PLTR — 576 bars (5min), latest $137.05
2026-02-09 14:10:28 | INFO     | PLTR SELL score: 2/2
2026-02-09 14:10:28 | INFO     |   Price $137.05 above VWAP $136.16 [+2]
2026-02-09 14:10:28 | INFO     | PLTR P&L: $73.00 (0.15%)
2026-02-09 14:10:28 | INFO     | ORDER SELL 365 x PLTR — ID 2530f5ab-fbb4-4ce6-aa8f-34f7a07258fd
2026-02-09 14:10:28 | INFO     | --- SOFI ---
2026-02-09 14:10:28 | INFO     | SOFI — 573 bars (5min), latest $21.34
2026-02-09 14:10:31 | INFO     | SOFI BUY score: 0/4
2026-02-09 14:10:31 | INFO     | SOFI — no signal
2026-02-09 14:10:31 | INFO     | Done.
2026-02-17 11:53:01 | INFO     | ============================================================
2026-02-17 11:53:01 | INFO     | HFT Bot | 11:53:01 | symbols=['AAPL', 'MSFT', 'NVDA', 'AMD', 'TSLA', 'GOOG', 'AMZN', 'META', 'AVGO', 'CRM', 'ORCL', 'ADBE', 'INTC', 'QCOM', 'MU', 'ANET', 'JPM', 'GS', 'MS', 'BAC', 'V', 'MA', 'BLK', 'C', 'UNH', 'JNJ', 'LLY', 'PFE', 'ABBV', 'MRK', 'TMO', 'ABT', 'WMT', 'COST', 'HD', 'NKE', 'SBUX', 'MCD', 'KO', 'PEP', 'XOM', 'CVX', 'CAT', 'BA', 'GE', 'UPS', 'DE', 'LMT', 'NFLX', 'DIS', 'PYPL', 'SQ', 'COIN', 'RIVN', 'PLTR', 'SOFI'] | 5min bars
2026-02-17 11:53:01 | INFO     | ============================================================
2026-02-17 11:53:01 | INFO     | --- AAPL ---
2026-02-17 11:53:02 | INFO     | AAPL — 366 bars (5min), latest $254.94
2026-02-17 11:53:03 | INFO     | AAPL BUY score: 2/4
2026-02-17 11:53:03 | INFO     |   Price $254.94 below VWAP $261.55 (-2.53%) [+2]
2026-02-17 11:53:03 | INFO     | AAPL — no signal
2026-02-17 11:53:03 | INFO     | --- MSFT ---
2026-02-17 11:53:03 | INFO     | MSFT — 382 bars (5min), latest $399.67
2026-02-17 11:53:03 | INFO     | MSFT BUY score: 2/4
2026-02-17 11:53:03 | INFO     |   Price $399.67 below VWAP $402.16 (-0.62%) [+2]
2026-02-17 11:53:03 | INFO     | MSFT — no signal
2026-02-17 11:53:03 | INFO     | --- NVDA ---
2026-02-17 11:53:03 | INFO     | NVDA — 384 bars (5min), latest $181.30
2026-02-17 11:53:04 | INFO     | NVDA BUY score: 2/4
2026-02-17 11:53:04 | INFO     |   Price $181.30 below VWAP $186.66 (-2.87%) [+2]
2026-02-17 11:53:04 | INFO     | NVDA — no signal
2026-02-17 11:53:04 | INFO     | --- AMD ---
2026-02-17 11:53:04 | INFO     | AMD — 379 bars (5min), latest $203.45
2026-02-17 11:53:04 | INFO     | AMD BUY score: 2/4
2026-02-17 11:53:04 | INFO     |   Price $203.45 below VWAP $208.40 (-2.38%) [+2]
2026-02-17 11:53:04 | INFO     | AMD — no signal
2026-02-17 11:53:04 | INFO     | --- TSLA ---
2026-02-17 11:53:04 | INFO     | TSLA — 384 bars (5min), latest $412.75
2026-02-17 11:53:04 | INFO     | TSLA BUY score: 2/4
2026-02-17 11:53:04 | INFO     |   Price $412.75 below VWAP $419.79 (-1.68%) [+2]
2026-02-17 11:53:04 | INFO     | TSLA — no signal
2026-02-17 11:53:04 | INFO     | --- GOOG ---
2026-02-17 11:53:05 | INFO     | GOOG — 372 bars (5min), latest $302.09
2026-02-17 11:53:05 | INFO     | GOOG BUY score: 3/4
2026-02-17 11:53:05 | INFO     |   RSI(5) 32.0 < 35.0 [+1]
2026-02-17 11:53:05 | INFO     |   Price $302.09 below VWAP $309.44 (-2.37%) [+2]
2026-02-17 11:53:05 | INFO     | GOOG — no signal
